Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
202850,How to Photograph Your Baby,Nick Kelsh,"Kelsh, Nick",Marisa Bulzone,"=""1556708955""","=""9781556708954""",5,4.00,Harry N. Abrams,Hardcover,96,1999,1999,,2014/11/23,,,read,,,,,,,0,,,,,
3623970,Baby Beluga (Songs to Read),Raffi Cavoukian,"Cavoukian, Raffi",,"=""0517578395""","=""9780517578391""",5,4.27,Knopf Books for Young Readers,Hardcover,32,1990,1983,,2014/11/23,,,read,,,,,,,0,,,,,
3888,The America's Test Kitchen Family Cookbook,America's Test Kitchen,"Kitchen, America's Test","Carl Tremblay, Daniel J. Van Ackere","=""193361501X""","=""9781933615011""",5,4.31,America's Test Kitchen,Spiral-bound,726,2006,2005,,2014/11/23,,,read,,,,,,,0,,,,,
108381,Unstrange Minds: Remapping the World of Autism,Roy Richard Grinker,"Grinker, Roy Richard",,"=""0465027636""","=""9780465027637""",4,3.94,Basic Books,Hardcover,352,2007,2007,,2014/11/23,,,read,,,,,,,0,,,,,
1002540,The Fortune Cookie Chronicles: Adventures in the World of Chinese Food,Jennifer 8. Lee,"Lee, Jennifer 8.",,"=""0446580074""","=""9780446580076""",5,3.63,Twelve,Hardcover,320,2008,2008,,2014/11/23,,,read,,,,,,,0,,,,,
207215,The Adventures of Polo,Régis Faller,"Faller, Régis",,"=""1596431601""","=""9781596431607""",5,4.17,Roaring Brook Press,Hardcover,80,2006,2006,,2014/11/23,,,read,,,,,,,0,,,,,
18758910,Best Books of 2013: Reader's Guide,Amazon Books Editors,"Editors, Amazon Books",,"=""""","=""""",2,3.41,"Amazon.com, Inc.",Kindle Edition,92,2013,2013,,2014/11/23,,,read,,,,,,,0,,,,,
13512170,The Hobbit,J.R.R. Tolkien,"Tolkien, J.R.R.",Alan Lee,"=""""","=""""",5,4.24,Houghton Mifflin Harcourt,Kindle Edition,322,2012,1937,,2014/11/23,,,read,,,,,,,0,,,,,
13510444,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.47,Houghton Mifflin Harcourt,Kindle Edition,1220,2012,1955,,2014/11/23,,,read,,,,,,,0,,,,,
11297044,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""""","=""""",5,4.09,Simon & Schuster Digital Sales,Kindle Edition,657,2011,2011,,2014/11/23,,,read,,,,,,,0,,,,,
22591134,Dataclysm: Who We Are (When We Think No One's Looking),Christian Rudder,"Rudder, Christian",,"=""""","=""""",0,3.72,Crown,Kindle Edition,272,2014,2014,,2014/11/23,,,read,,,,1,,,0,,,,,
19288239,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0385352107""","=""9780385352109""",4,3.81,Knopf Publishing Group,Hardcover,386,2014,2013,,2014/11/23,,,read,,,,,,,0,,,,,
17333230,The Luminaries,Eleanor Catton,"Catton, Eleanor",,"=""0316074314""","=""9780316074315""",3,3.70,"Little, Brown and Company",Hardcover,848,2013,2013,2014/09/01,2014/11/23,,,read,,,,,,,0,,,,,
9557,Sputnik Sweetheart,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0099448475""","=""9780099448471""",4,3.81,Vintage,Paperback,229,2002,1999,2014/11/19,2014/11/23,,,read,,,,,,,0,,,,,
3317677,That Reminds Me: Finding the Funny in a Serious World,Michael Close,"Close, Michael",,"=""1435706463""","=""9781435706460""",5,4.00,Lulu.com,Paperback,218,2012,2008,2014/12/20,2014/11/23,,,read,,,,,,,0,,,,,
13641208,Tenth of December,George Saunders,"Saunders, George",,"=""0812993802""","=""9780812993806""",3,3.95,Random House,Hardcover,272,2013,2013,2014/12/20,2014/11/23,,,read,,,,,,,0,,,,,
18373298,"Congratulations, By the Way: Some Thoughts on Kindness",George Saunders,"Saunders, George",Chelsea Cardinal,"=""0812996275""","=""9780812996272""",5,4.09,Random House,Hardcover,64,2014,2014,,2014/11/23,,,read,,,,,,,0,,,,,
23128304,The Strange Library,Haruki Murakami,"Murakami, Haruki",Ted Goossen,"=""0385354304""","=""9780385354301""",4,3.55,Knopf,Paperback,96,2014,2005,2014/12/20,2014/11/07,,,read,,,,,,,0,,,,,
21445677,The Storied Life of A.J. Fikry,Gabrielle Zevin,"Zevin, Gabrielle",,"=""""","=""""",4,3.97,Algonquin Books,Kindle Edition,260,2014,2014,2014/07/28,2014/07/28,,,read,,,,,,,0,,,,,
13330761,The Dog Stars,Peter Heller,"Heller, Peter",,"=""0307959945""","=""9780307959942""",0,3.90,Knopf,Hardcover,336,2012,2012,,2014/07/16,to-read,to-read (#1),to-read,,,,,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5,4.39,Crown,Hardcover,369,2014,2014,,2014/07/16,,,read,,,,,,,0,,,,,
17210471,"Saints (Boxers & Saints, #2)",Gene Luen Yang,"Yang, Gene Luen",,"=""1596436891""","=""9781596436893""",4,3.83,First Second,Paperback,170,2013,2013,,2014/07/16,,,read,,,,,,,0,,,,,
17210470,"Boxers (Boxers & Saints, #1)",Gene Luen Yang,"Yang, Gene Luen",,"=""1596433590""","=""9781596433595""",4,3.87,First Second,Paperback,336,2013,2013,,2014/07/16,,,read,,,,,,,0,,,,,
13722902,A Hologram for the King,Dave Eggers,"Eggers, Dave",,"=""193636574X""","=""9781936365746""",5,3.30,McSweeney's ,Hardcover,312,2012,2012,2014/07/27,2014/07/16,,,read,,,,,,,0,,,,,
20135262,Do You Believe in Magic?: The Sense and Nonsense of Alternative Medicine,Paul A. Offit,"Offit, Paul A.",,"=""""","=""""",5,4.05,Harper,Kindle Edition,341,2013,2013,,2014/06/28,,,read,,,,,,,0,,,,,
18867023,From Scratch: Inside the Food Network,Allen Salkin,"Salkin, Allen",,"=""""","=""9781101636473""",3,3.17,Putnam Adult,Kindle Edition,449,2013,2013,2014/06/19,2014/06/19,,,read,,,,,,,0,,,,,
18911878,Danny the Champion of the World,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""""","=""""",5,4.07,Puffin,Kindle Edition,214,2007,1975,,2014/05/13,,,read,,,,,,,0,,,,,
8674411,Be Different: Adventures of a Free-Range Aspergian,John Elder Robison,"Robison, John Elder",,"=""0385670338""","=""9780385670333""",2,3.98,Doubleday Canada,Hardcover,304,2011,2011,2014/06/21,2013/12/30,,,read,,,,,,,0,,,,,
13642218,"Raising Cubby: A Father and Son's Adventures with Asperger's, Trains, Tractors, and High Explosives",John Elder Robison,"Robison, John Elder",,"=""0307884848""","=""9780307884848""",5,3.79,Crown,Hardcover,384,2013,2013,2013/12/30,2013/12/25,,,read,,,,,,,0,,,,,
454856,Look Me in the Eye: My Life with Asperger's,John Elder Robison,"Robison, John Elder",,"=""0307395987""","=""9780307395986""",5,3.90,Crown,Hardcover,304,2007,2007,,2013/12/25,,,read,,,,,,,0,,,,,
2272880,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0375424040""","=""9780375424045""",4,3.88,Pantheon,Hardcover,252,2008,2008,,2013/12/25,,,read,,,,,,,0,,,,,
6329078,South,Ernest Shackleton,"Shackleton, Ernest",,"=""""","=""""",3,4.21,,Kindle Edition,224,,1919,,2013/12/25,,,read,,,,,,,0,,,,,
4520934,Introductory Statistics with R,Peter Dalgaard,"Dalgaard, Peter",,"=""0387790535""","=""9780387790534""",4,3.72,Springer,Paperback,364,2008,2002,,2013/12/25,,,read,,,,,,,0,,,,,
8716774,Underground: The Tokyo Gas Attack and the Japanese Psyche (Vintage International),Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",3,3.89,,Kindle Edition,384,,1997,,2013/12/25,,,read,,,,,,,0,,,,,
18867751,Slow Cooker Revolution: One Test Kitchen. 30 Slow Cookers. 200 Amazing Recipes.,America's Test Kitchen,"Kitchen, America's Test",,"=""""","=""9781933615936""",5,4.09,America's Test Kitchen,Kindle Edition,336,2011,2011,,2013/12/25,,,read,,,,,,,0,,,,,
12777353,"Apps for Autism: An Essential Guide to Over 200 Effective Apps for Improving Communication, Behavior, Social Skills, and More!",Lois Jean Brady,"Brady, Lois Jean",,"=""193527449X""","=""9781935274490""",2,3.62,Future Horizons,Paperback,396,2011,2011,,2013/12/25,,,read,,,,,,,0,,,,,
19007882,Sous Vide: Help for the Busy Cook,Jason Logsdon,"Logsdon, Jason",,"=""""","=""""",4,3.71,,Kindle Edition,182,2011,2011,,2013/12/25,,,read,,,,,,,0,,,,,
20082225,Complex Surveys: A Guide to Analysis Using R (Wiley Series in Survey Methodology),Thomas Lumley,"Lumley, Thomas",,"=""""","=""""",5,4.50,Wiley,Kindle Edition,296,2011,2010,,2013/12/25,,,read,,,,,,,0,,,,,
18849574,"Fantasy Life: The Outrageous, Uplifting, and Heartbreaking World of Fantasy Sports from the Guy Who's Lived It",Matthew Berry,"Berry, Matthew",,"=""""","=""9781101613979""",3,3.76,Riverhead,Kindle Edition,353,2013,2013,,2013/12/25,,,read,,,,,,,0,,,,,
17608317,Let's Explore Diabetes with Owls,David Sedaris,"Sedaris, David",,"=""""","=""""",3,3.80,"Little, Brown and Company",Kindle Edition,288,2013,2013,,2013/12/25,,,read,,,,,,,0,,,,,
16077741,The Signal and the Noise: Why So Many Predictions Fail-but Some Don't,Nate Silver,"Silver, Nate",,"=""""","=""""",4,3.96,Penguin Press,Kindle Edition,545,2012,2012,,2013/12/25,,,read,,,,,,,0,,,,,
18067917,The Upstream Doctors (TED),Rishi Manchanda,"Manchanda, Rishi",,"=""""","=""9781937382360""",5,3.95,"TED Conferences; 38 edition (June 6, 2013)",Kindle Edition,112,2013,2013,,2013/12/25,,,read,,,,,,,0,,,,,
17854650,The Lowland,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""""","=""""",3,3.82,Knopf,Kindle Edition,352,2013,2013,,2013/12/25,,,read,,,,,,,0,,,,,
19095117,Applied Logistic Regression (Wiley Series in Probability and Statistics),David W. Hosmer,"Hosmer, David W.","Stanley Lemeshow, Rodney X. Sturdivant","=""""","=""""",5,4.09,Wiley,Kindle Edition,528,2013,1989,,2013/12/25,,,read,,,,,,,0,,,,,
19112820,Interaction Effects in Logistic Regression (Quantitative Applications in the Social Sciences),James J. Jaccard,"Jaccard, James J.",,"=""""","=""""",5,4.88,"SAGE Publications, Inc",Kindle Edition,80,2001,2001,,2013/12/25,,,read,,,,,,,0,,,,,
3284102,Salmonella Men on Planet Porno: Stories,Yasutaka Tsutsui,"Tsutsui, Yasutaka",Andrew Driver,"=""0307377261""","=""9780307377265""",3,3.64,Pantheon Books,Hardcover,252,2008,2005,,2012/06/11,,,read,,,,,,,0,,,,,
7857195,Squirrel Seeks Chipmunk: A Modest Bestiary,David Sedaris,"Sedaris, David",Ian Falconer,"=""0316038393""","=""9780316038393""",4,3.34,"Little, Brown and Company",Hardcover,159,2010,2010,2012/06/07,2012/06/06,,,read,,,,,,,0,,,,,
13110703,Taco USA: How Mexican Food Conquered America,Gustavo Arellano,"Arellano, Gustavo",,"=""1439148619""","=""9781439148617""",3,3.67,Scribner,Hardcover,310,2012,2012,2012/06/05,2012/05/19,,,read,,,,,,,0,,,,,
50902,Foreskin's Lament,Shalom Auslander,"Auslander, Shalom",,"=""1594489556""","=""9781594489556""",3,3.83,Riverhead Hardcover,Hardcover,320,2007,2007,2012/04/28,2012/04/30,,,read,,,,,,,0,,,,,
972034,Gordon Yamamoto and the King of the Geeks,Gene Luen Yang,"Yang, Gene Luen",,"=""0943151953""","=""9780943151953""",4,3.59,SLG Publishing,Paperback,104,2004,2004,,2012/04/18,,,read,,,,,,,0,,,,,
7167845,Prime Baby,Gene Luen Yang,"Yang, Gene Luen",,"=""1596436506""","=""9781596436503""",4,3.65,First Second,Hardcover,64,2010,2010,,2012/04/18,,,read,,,,,,,0,,,,,
4437831,The Eternal Smile: Three Stories,Gene Luen Yang,"Yang, Gene Luen",Derek Kirk Kim,"=""1596431563""","=""9781596431560""",4,3.64,First Second,Paperback,170,2009,2009,,2012/04/18,,,read,,,,,,,0,,,,,
118944,American Born Chinese,Gene Luen Yang,"Yang, Gene Luen",,"=""1596431520""","=""9781596431522""",4,3.88,First Second,Paperback,240,2006,2006,,2012/04/18,,,read,,,,,,,0,,,,,
6283767,Chicken And Cat Clean Up,Sara Varon,"Varon, Sara",,"=""0439634083""","=""9780439634083""",4,3.69,Scholastic Press,Hardcover,48,2009,2009,,2012/04/18,,,read,,,,,,,0,,,,,
868969,Chicken and Cat,Sara Varon,"Varon, Sara",,"=""0439634067""","=""9780439634069""",4,3.77,Scholastic Press,Hardcover,40,2006,2006,,2012/04/18,,,read,,,,,,,0,,,,,
10225299,Bake Sale,Sara Varon,"Varon, Sara",,"=""1596437405""","=""9781596437401""",3,3.92,First Second,Hardcover,160,2011,2011,,2012/04/18,,,read,,,,,,,0,,,,,
377254,Robot Dreams,Sara Varon,"Varon, Sara",,"=""1596431083""","=""9781596431089""",5,3.92,First Second,Paperback,208,2007,2007,,2012/04/18,,,read,,,,,,,0,,,,,
70509,Absurdistan,Gary Shteyngart,"Shteyngart, Gary",,"=""0812971671""","=""9780812971675""",3,3.29,Random House Trade Paperbacks,Paperback,333,2007,2006,,2012/04/18,,,read,,,,,,,0,,,,,
7334201,Super Sad True Love Story,Gary Shteyngart,"Shteyngart, Gary",,"=""1400066409""","=""9781400066407""",3,3.44,Random House Publishing Group,Hardcover,331,2010,2010,,2012/04/18,,,read,,,,,,,0,,,,,
4790430,Parentonomics: An Economist Dad Looks at Parenting,Joshua Gans,"Gans, Joshua",,"=""0262012782""","=""9780262012782""",3,3.19,MIT Press (MA),Hardcover,235,2009,2008,,2012/04/18,,,read,,,,,,,0,,,,,
129731,Mindless Eating: Why We Eat More Than We Think,Brian Wansink,"Wansink, Brian",,"=""0553804340""","=""9780553804348""",5,3.95,Bantam,Hardcover,276,2006,2006,,2012/04/18,,,read,,,,,,,0,,,,,
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""006135323X""","=""9780061353239""",5,4.10,HarperCollins Canada ,Hardcover,280,2008,2007,,2012/04/18,,,read,,,,,,,0,,,,,
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,"=""0802714625""","=""9780802714626""",5,3.95,Walker Books,Hardcover,192,2005,1995,,2012/04/18,,,read,,,,,,,0,,,,,
18646,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",Dava Sobel,"Sobel, Dava",,"=""0140280553""","=""9780140280555""",4,3.74,Penguin Books (NYC),Paperback,420,2000,1999,,2012/04/18,,,read,,,,,,,0,,,,,
43641,Water for Elephants,Sara Gruen,"Gruen, Sara",,"=""1565125606""","=""9781565125605""",3,4.07,Algonquin Books,Paperback,335,2007,2006,,2012/04/18,,,read,,,,,,,0,,,,,
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",5,3.88,Seal Books,Paperback,460,2006,2001,,2012/04/18,,,read,,,,,,,0,,,,,
960,"Angels & Demons  (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",2,3.85,Pocket Books,Mass Market Paperback,713,2006,2000,,2012/04/18,,,read,,,,,,,0,,,,,
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""1594480001""","=""9781594480003""",3,4.25,Riverhead Books,Paperback,391,2004,2003,,2012/04/18,,,read,,,,,,,0,,,,,
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",5,3.85,Vintage Contemporaries,Paperback,226,2004,2003,,2012/04/18,,,read,,,,,,,0,,,,,
705694,"Runner's World Run Less, Run Faster: Become a Faster, Stronger Runner with the Revolutionary FIRST Training Program",Bill Pierce,"Pierce, Bill","Scott Murr, Ray Moss","=""159486649X""","=""9781594866494""",5,3.91,Rodale Books,Paperback,272,2007,2007,,2012/04/18,,,read,,,,,,,0,,,,,
6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,"McDougall, Christopher",,"=""0307266303""","=""9780307266309""",5,4.27,Knopf,Hardcover,287,2009,2009,,2012/04/18,,,read,,,,,,,0,,,,,
98250,Once a Runner,John L. Parker Jr.,"Jr., John L. Parker",,"=""0915297019""","=""9780915297016""",4,4.05,Cedarwinds,Paperback,226,1999,1978,,2012/04/18,,,read,,,,,,,0,,,,,
2195464,What I Talk About When I Talk About Running,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0307269191""","=""9780307269195""",5,3.79,Knopf Publishing Group,Hardcover,188,2008,2007,,2012/04/18,,,read,,,,,,,0,,,,,
17803,After Dark,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0307265838""","=""9780307265838""",5,3.68,Knopf Publishing Group,Hardcover,191,2007,2004,2014/12/20,2012/04/18,,,read,,,,,,,0,,,,,
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",5,4.03,Crown Publishing Group,Hardcover,370,2010,2010,,2012/04/18,,,read,,,,,,,0,,,,,
76401,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,"Brown, Dee",,"=""0805066691""","=""9780805066692""",5,4.21,"Henry Holt and Company, LLC",Paperback,509,2001,1970,,2012/04/18,,,read,,,,,,,0,,,,,
2203,John Adams,David McCullough,"McCullough, David",,"=""0743223136""","=""9780743223133""",4,4.05,Simon & Schuster Paperbacks,Paperback,751,2001,2001,,2012/04/18,,,read,,,,,,,0,,,,,
1067,1776,David McCullough,"McCullough, David",,"=""0743226720""","=""9780743226721""",4,4.06,Simon & Schuster,Paperback,386,2006,2005,,2012/04/18,,,read,,,,,,,0,,,,,
6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""030726999X""","=""9780307269997""",3,4.20,Knopf,Hardcover,563,2010,2007,,2012/04/18,,,read,,,,,,,0,,,,,
5060378,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307269981""","=""9780307269980""",3,4.22,Alfred A. Knopf,Mass Market Paperback,752,2009,2006,,2012/04/18,,,read,,,,,,,0,,,,,
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307269752""","=""9780307269751""",5,4.11,Knopf,Hardcover,465,2008,2005,,2012/04/18,,,read,,,,,,,0,,,,,
3399375,Under Pressure: Cooking Sous Vide,Thomas Keller,"Keller, Thomas",,"=""1579653510""","=""9781579653514""",2,4.23,Artisan Division of Workman Publishing,Hardcover,304,2008,2008,,2012/04/16,,,read,,,,,,,0,,,,,
10475603,Beginning Sous Vide: Low Temperature Recipes and Techniques for Getting Started at Home,Jason Logsdon,"Logsdon, Jason",,"=""1456336975""","=""9781456336974""",4,3.58,Createspace Independent Publishing Platform,Paperback,210,2010,2010,,2012/04/16,,,read,,,,,,,0,,,,,
6488057,Big Machine,Victor LaValle,"LaValle, Victor",,"=""0385527985""","=""9780385527989""",3,3.32,Spiegel & Grau,Hardcover,370,2009,2009,2012/05/18,2012/04/16,,,read,"I liked the overall message, and the ending was very good. It was a bear to get through the first 2/3 though.",,,,,,0,,,,,
10357575,1Q84,Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",4,3.88,Knopf,Hardcover,925,2011,2009,,2012/04/16,,,read,,,,,,,0,,,,,
6667514,The Checklist Manifesto: How to Get Things Right,Atul Gawande,"Gawande, Atul",,"=""0805091742""","=""9780805091748""",4,4.02,Metropolitan Books,Hardcover,208,2009,2009,,2012/04/16,,,read,,,,,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",4,4.34,Scholastic Press,Hardcover,374,2008,2008,,2012/04/16,,,read,,,,,,,0,,,,,
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",3,4.30,Scholastic Press,Hardcover,391,2009,2009,,2012/04/16,,,read,,,,,,,0,,,,,
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",3,4.03,Scholastic Press,Hardcover,392,2010,2010,,2012/04/16,,,read,,,,,,,0,,,,,
